Dog Individual Spayed Female,AKITA,WHITE/ORANGE,MADELEINE,15139,2018,11/27/17 11:33
Dog Individual Male,AKITA,WHITE/BLACK/BROWN,BANDIT,15205,2018,11/27/17 11:36
Dog Individual Spayed Female,AKITA,MULTI,KARMA,15205,2018,11/27/17 11:36
Dog Individual Spayed Female,AKITA,BROWN,DAKOTA,15108,2018,11/29/17 9:47
Dog Individual Male,AKITA,WHITE,SNOWBALL,15136,2018,11/27/17 15:37
Dog Individual Spayed Female,AKITA,WHITE/TAN,CLOVER,15229,2018,11/27/17 15:27
Dog Individual Neutered Male,AKITA,BLACK,TITAN,15221,2018,11/29/17 9:47
Dog Individual Female,AKITA,WHITE,LUNA,15102,2018,11/27/17 15:37
Dog Individual Spayed Female,AKITA,WHITE/BLACK/BROWN,MAEBY AXFORD,15108,2018,11/27/17 15:27
Dog Senior Citizen or Disability Spayed Female,AKITA,WHITE/BLACK/BROWN,MAEBY AXFORD,15108,2018,11/27/17 15:27
Dog Individual Male,AKITA,SPOTTED,SAINT,15202,2018,11/27/17 15:37
Dog Senior Citizen or Disability Spayed Female,AKITA,WHITE/BLACK/BROWN,LUCE,15227,2018,11/27/17 15:27
Dog Senior Citizen or Disability Neutered Male,AKITA,MULTI,BALOO,15221,2018,11/27/17 11:51
Dog Individual Neutered Male,AKITA,BLACK,RUFUS GERALD WALLACE,15120,2018,11/29/17 9:47
Dog Individual Spayed Female,AKITA,BROWN,BALEY,15239,2018,11/27/17 15:37
Dog Individual Neutered Male,AKITA,BLACK,JOE,15218,2018,11/29/17 9:47
Dog Senior Citizen or Disability Neutered Male,AKITA,TAN,JACKSON,15218,2018,11/29/17 9:47
Dog Individual Neutered Male,AKITA,BROWN,TEDDY,15148,2018,11/27/17 15:37
Dog Senior Citizen or Disability Neutered Male,AKITA,CREAM,ASLAN MCGREGOR,15218,2018,11/27/17 14:31
Dog Individual Male,AKITA,TAN,CHARLIE,15139,2018,11/29/17 9:47
Dog Individual Neutered Male,AKITA,RED,MURPHY,15241,2018,11/29/17 9:47
Dog Individual Male,AKITA,BLACK/TAN,BEAR,15133,2018,11/27/17 12:01
Dog Individual Neutered Male,AKITA,BLONDE,COOPER,15209,2018,11/29/17 9:47
Dog Individual Spayed Female,AKITA,BLONDE,ROSIE,15227,2018,11/27/17 14:31
Dog Individual Neutered Male,AKITA MIX,GREY,COOPER,15136,2018,11/27/17 14:31
Dog Individual License - FREE,AKITA MIX,BLACK,HUNTER,15146,2018,11/27/17 12:12
Dog Individual Spayed Female,AKITA MIX,GREY,ZETA,15044,2018,11/27/17 14:31
Dog Individual Spayed Female,AKITA MIX,BLACK,MAGGIE,15133,2018,11/27/17 12:19
Dog Individual Neutered Male,AKITA MIX,WHITE/BLACK/BROWN,DUKE,15116,2018,11/27/17 14:31
Dog Individual Neutered Male,AKITA MIX,BLACK,BRUNO,15106,2018,11/27/17 15:37
Dog Individual Male,AKITA MIX,WHITE/BLACK/BROWN,CHARLIE,15228,2018,11/27/17 15:37
Dog Individual Spayed Female,AKITA MIX,WHITE,MOLLY,15235,2018,11/27/17 15:37
Dog Individual Male,AKITA MIX,CREAM,TUCKER,15044,2018,11/27/17 15:37
Dog Individual Spayed Female,ALAPAHA BLUE BULLDO,BROWN,ELLIE,15116,2018,
Dog Individual Spayed Female,ALAPAHA BLUE BULLDO,BROWN,ELLIE,15116,2018,11/27/17 16:03
Dog Senior Citizen or Disability Spayed Female,ALAPAHA BLUE BULLDO,WHITE/GREY,CHLOE,15229,2018,11/27/17 13:01
Dog Individual Neutered Male,ALAPAHA BLUE BULLDO,BROWN,GUS,15106,2018,11/27/17 16:03
Dog Senior Citizen or Disability Spayed Female,ALAPAHA BLUE BULLDO,.,ROSIE,15202,2018,11/27/17 15:37
Dog Individual Neutered Male,ALAS KLEE KAI,GOLD,SYDNEY,15209,2018,11/27/17 13:24
Dog Individual Neutered Male,ALAS MALAMUTE,WHITE/BLACK/BROWN,SISCO,15044,2018,11/27/17 13:29
Dog Individual Spayed Female,ALAS MALAMUTE,BLACK,PENELOPE,15131,2018,
Dog Senior Citizen or Disability Spayed Female,ALAS MALAMUTE,WHITE/BLACK/BROWN,IZZY,15205,2018,11/27/17 13:33
Dog Individual Spayed Female,ALAS MALAMUTE,WHITE/BLACK/BROWN,CISSIE BEAR,15239,2018,11/27/17 15:27
Dog Senior Citizen or Disability Spayed Female,ALAS MALAMUTE,BLACK/BROWN,NEENA,15136,2018,11/27/17 14:31
Dog Individual Neutered Male,ALAS MALAMUTE,GOLD,TOBY,15135,2018,11/27/17 15:27
Dog Senior Citizen or Disability Spayed Female,ALAS MALAMUTE,BRINDLE,JESSE,15068,2018,11/27/17 15:27
Dog Individual Male,ALAS MALAMUTE,GOLD,COBALT,15018,2018,11/27/17 16:03
Dog Individual Spayed Female,ALAS MALAMUTE,WHITE,ISIS,15220,2018,11/27/17 15:27
Dog Individual Female,ALAS MALAMUTE,BLACK/BROWN,TONKS,15239,2018,11/29/17 9:47
Dog Individual Spayed Female,ALAS MALAMUTE,BUFF,CARLY,15108,2018,11/27/17 13:45
Dog Senior Citizen or Disability Neutered Male,ALAS MALAMUTE,BLACK/BROWN,JAKE,15239,2018,11/29/17 9:47
Dog Individual Spayed Female,ALAS MALAMUTE,BLACK/BROWN,MISSY,15239,2018,11/29/17 9:47
Dog Senior Citizen or Disability Spayed Female,ALAS MALAMUTE,BLACK/BROWN,MISSY,15239,2018,11/29/17 9:47
Dog Senior Citizen or Disability Spayed Female,ALAS MALAMUTE,BLACK/BROWN,MISSY,15045,2018,11/27/17 13:51
Dog Senior Citizen or Disability Neutered Male,ALAS MALAMUTE,BLACK/BROWN,JACK,15238,2018,11/29/17 9:47
Dog Individual Spayed Female,ALAS MALAMUTE,RED,BELLA,15227,2018,11/27/17 13:52
Dog Individual Neutered Male,ALAS MALAMUTE,BLACK,JACKSON,15215,2018,11/29/17 9:47
Dog Individual Neutered Male,ALAS MALAMUTE,BROWN,TATER,15216,2018,11/29/17 9:47
Dog Individual Spayed Female,ALAS MALAMUTE,WHITE/BLACK,VIDA,15122,2018,11/27/17 15:27
Dog Senior Citizen or Disability Female,ALAS MALAMUTE,BLACK,NIEMA MITCHELL,15104,2018,11/27/17 15:27
Dog Individual Male,ALPINE DACHSBRACKE,BLACK/BROWN,JUDGE,15241,2018,11/29/17 9:47
Dog Individual Spayed Female,ALPINE MASTIFF,BRINDLE,REESE,15218,2018,11/27/17 14:31
Dog Individual Neutered Male,AM BLACK&TAN COONHO,BROWN,RUBBLE,15131,2018,11/27/17 15:27
Dog Individual Neutered Male,AM BLACK&TAN COONHO,SPOTTED,WINDSOR,15122,2018,
Dog Individual Neutered Male,AM BLACK&TAN COONHO,SPOTTED,WINDSOR,15122,2018,11/27/17 16:03
Dog Individual Female,AM BLACK&TAN COONHO,BROWN,ABBY,15135,2018,11/27/17 16:03
Dog Individual Neutered Male,AM BLACK&TAN COONHO,BLACK,MURPHY,15143,2018,11/27/17 14:31
Dog Individual Spayed Female,AM BLACK&TAN COONHO,GOLD,CHARLOTTE,15227,2018,11/27/17 15:27
Dog Individual Neutered Male,AM BLACK&TAN COONHO,BLACK,HUNTER,15237,2018,11/27/17 14:11
Dog Individual Female,AM BLACK&TAN COONHO,WHITE/BRINDLE,MOLLY,15102,2018,11/29/17 9:47
Dog Individual Neutered Male,AM BULLDOG,BROWN,BUSTER,15144,2018,11/27/17 15:27
Dog Individual Neutered Male,AM BULLDOG,BROWN,BRUTUS,15133,2018,11/27/17 15:27
Dog Individual Female,AM BULLDOG,WHITE/BLACK,LEXI VAGNI,15102,2018,11/27/17 15:27
Dog Individual Neutered Male,AM BULLDOG,GOLD,BANDIT,15108,2018,11/27/17 14:20
Dog Individual Neutered Male,AM BULLDOG,BLACK,SAMMY,15144,2018,11/27/17 15:27
Dog Individual Neutered Male,AM BULLDOG,BROWN,BYRD,15057,2018,11/29/17 9:47
Dog Individual Spayed Female,AM BULLDOG,BLACK,BLESSING,15090,2018,11/27/17 15:27
Dog Individual Neutered Male,AM BULLDOG,WHITE/TAN,MEATBALL RAMIREZ DUL,15214,2018,11/29/17 9:47
Dog Senior Citizen or Disability Spayed Female,AM BULLDOG,BLACK/BROWN,SYDNEY,15239,2018,11/29/17 9:47
Dog Individual Neutered Male,AM BULLDOG,BROWN/BLONDE,LOUIE,15090,2018,11/29/17 9:47
Dog Individual Male,AM BULLDOG,BLACK/BROWN,MOSES,15108,2018,11/27/17 14:25
Dog Individual Spayed Female,AM BULLDOG,BLACK,LAYLA MINUTELLO,15044,2018,11/29/17 9:47
Dog Senior Citizen or Disability Neutered Male,AM BULLDOG,GOLD,ARCHIEE,15241,2018,11/27/17 15:27
Dog Individual Neutered Male,AM BULLDOG,WHITE/BLACK/BROWN,BRUTUS,15236,2018,11/27/17 15:27
Dog Individual Spayed Female,AM BULLDOG,GREY,HEIDI,15202,2018,
Dog Individual Spayed Female,AM BULLDOG,GREY,HEIDI,15202,2018,11/27/17 14:29
Dog Senior Citizen or Disability Neutered Male,AM BULLDOG,WHITE/BLACK/BROWN,BRUTUS,15236,2018,11/27/17 15:27
Dog Individual Neutered Male,AM BULLDOG,SPOTTED,BOUDREAUX,15146,2018,11/27/17 15:27
Dog Individual Spayed Female,AM BULLDOG,BLACK,ROXY,15024,2018,11/27/17 15:37
Dog Individual Neutered Male,AM BULLDOG,BLACK,ROSCO,15215,2018,11/27/17 14:35
Dog Senior Citizen or Disability Female,AM BULLDOG,WHITE/BLACK/BROWN,TAJ'aa,15132,2018,11/27/17 15:37
Dog Senior Citizen or Disability Spayed Female,AM BULLDOG,WHITE/BLACK,SH BOOM,15137,2018,11/27/17 15:37
Dog Individual Spayed Female,AM BULLDOG,BROWN,DAGNEY,15215,2018,
Dog Individual Spayed Female,AM BULLDOG,SPOTTED,MAISIE,15137,2018,11/27/17 15:27
Dog Individual Spayed Female,AM BULLDOG,BROWN,DAGNEY,15215,2018,11/27/17 16:03
Dog Senior Citizen or Disability Spayed Female,AM BULLDOG,BROWN,PEPA,15065,2018,11/27/17 15:37
Dog Individual Neutered Male,AM BULLDOG,TAN,HOLTZ,15223,2018,11/27/17 16:03
Dog Senior Citizen or Disability Spayed Female,AM BULLDOG,WHITE/BROWN,WINKY,15243,2018,11/27/17 15:27
Dog Senior Citizen or Disability Neutered Male,AM BULLDOG,BLACK/BROWN,TACO,15225,2018,11/27/17 15:37
Dog Senior Citizen or Disability Neutered Male,AM BULLDOG,SPOTTED,MITTY,15239,2018,11/27/17 16:03
Dog Individual Female,AM BULLDOG,WHITE,MCGEE,15216,2018,11/27/17 15:37
Dog Individual Neutered Male,AM BULLDOG,BROWN,BO,15236,2018,11/27/17 14:48
Dog Senior Citizen or Disability Spayed Female,AM BULLDOG,BROWN,MISSY,15133,2018,11/27/17 15:37
Dog Senior Citizen or Disability Male,AM BULLDOG,BROWN,STEWART,15133,2018,11/27/17 15:37
Dog Individual Neutered Male,AM BULLDOG,WHITE/BROWN,NASH,15102,2018,11/27/17 15:37
Dog Senior Citizen or Disability Spayed Female,AM BULLDOG,BROWN/TAN,POPTART,15146,2018,
Dog Senior Citizen or Disability Spayed Female,AM BULLDOG,BROWN/TAN,POPTART,15146,2018,11/27/17 16:03
Dog Individual Spayed Female,AM BULLDOG,BLACK,SPOOKY,15228,2018,11/27/17 15:37
Dog Individual Spayed Female,AM BULLDOG,BLACK,LUCY,15238,2018,11/27/17 15:37
Dog Individual Female,AM BULLDOG,WHITE/BLACK,PARKER,15142,2018,11/27/17 15:37
Dog Individual Spayed Female,AM BULLDOG,BROWN,WINNIE,15102,2018,11/29/17 9:47
Dog Senior Citizen or Disability Female,AM BULLDOG,WHITE,ANGEL,15668,2018,11/27/17 16:03
Dog Senior Citizen or Disability Neutered Male,AM BULLDOG,BLACK,CHARLIE,15243,2018,11/27/17 15:27
Dog Individual Neutered Male,AM BULLDOG,WHITE,JAMESON,15024,2018,11/27/17 15:37
Dog Individual Male,AM BULLDOG,GOLD,BUCKINGHAM BADGER SZESTERNIAK,15239,2018,11/29/17 9:47
Dog Individual Neutered Male,AM BULLDOG,WHITE/TAN,BOO,15136,2018,11/29/17 9:47
Dog Individual Neutered Male,AM BULLDOG,BLACK,ELREY,15235,2018,11/27/17 15:37
Dog Individual Neutered Male,AM BULLDOG,WHITE/BLUE,TEDDY,15241,2018,11/27/17 16:03
Dog Individual Male,AM BULLDOG,BROWN,HARLEY,15229,2018,11/27/17 15:37
Dog Individual Female,AM BULLDOG,WHITE,RUTHIE,15237,2018,11/27/17 15:27
Dog Individual Neutered Male,AM BULLDOG,BLACK,THOR,15108,2018,11/27/17 15:37
Dog Individual Spayed Female,AM BULLDOG,BLACK,ABBY,15108,2018,11/27/17 15:37
Dog Individual Neutered Male,AM BULLDOG,BLACK,MARSHMELLOW,15108,2018,11/27/17 15:37
Dog Senior Citizen or Disability Spayed Female,AM BULLDOG,BROWN,LULU,15090,2018,11/27/17 15:27
Dog Individual Spayed Female,AM BULLDOG,BROWN,ZOE,15241,2018,11/27/17 16:03
Dog Individual Neutered Male,AM BULLDOG,RED,BANDIT,15137,2018,11/27/17 15:27
Dog Individual Spayed Female,AM BULLDOG,BROWN,CHLOE,15241,2018,11/27/17 15:37
Dog Individual Spayed Female,AM BULLDOG,GOLD,ZOE,15065,2018,11/27/17 15:27
Dog Senior Citizen or Disability Male,AM BULLDOG,SPOTTED,GABE,15239,2018,11/27/17 15:37
Dog Individual Neutered Male,AM BULLDOG,BROWN,COOPER,15071,2018,11/27/17 15:27
Dog Individual Neutered Male,AM BULLDOG,BLACK,JACK BROCK,15143,2018,11/27/17 16:03
Dog Individual Spayed Female,AM BULLDOG,WHITE/BLACK,SIDNEY,15071,2018,11/27/17 15:27
Dog Individual Spayed Female,AM BULLDOG,BLACK/BROWN,KALUHA,15106,2018,11/27/17 15:37
Dog Senior Citizen or Disability Neutered Male,AM BULLDOG,RED/BROWN,CHESTER,15102,2018,11/27/17 15:27
Dog Individual Neutered Male,AM BULLDOG,BROWN,GUNNER,15017,2018,11/27/17 16:03
Dog Individual Male,AM BULLDOG,SPOTTED,TUCKER,15090,2018,11/27/17 15:27
Dog Individual Male,AM BULLDOG,GOLD,ROCCO,15017,2018,11/27/17 15:27
Dog Senior Citizen or Disability Neutered Male,AM BULLDOG,BROWN,POE,15044,2018,11/27/17 15:37
Dog Individual Neutered Male,AM BULLDOG,RED,JACKSON,15044,2018,11/27/17 15:27
Dog Individual Neutered Male,AM BULLDOG,BLACK,NIGEL,15116,2018,11/27/17 15:37
Dog Senior Citizen or Disability Spayed Female,AM BULLDOG,WHITE/APRICOT,LUCY,15148,2018,11/27/17 15:27
Dog Individual Spayed Female,AM BULLDOG,WHITE,LACI,15238,2018,11/27/17 15:37
Dog Individual Spayed Female,AM BULLDOG,BROWN,EPPEY,15218,2018,11/27/17 15:37
Dog Individual Female,AM BULLDOG,BROWN,DAHLIA,15136,2018,11/29/17 9:47
Dog Individual Neutered Male,AM BULLDOG,RED,FELIX,15202,2018,11/27/17 15:38
Dog Individual Neutered Male,AM BULLDOG,BROWN,DASH,15237,2018,11/29/17 9:47
Dog Senior Citizen or Disability Neutered Male,AM BULLDOG,RED,JETHRO,15239,2018,11/27/17 15:38
Dog Individual Spayed Female,AM BULLDOG,BLACK,LITTLE BIT,15223,2018,11/27/17 15:38
Dog Individual Neutered Male,AM BULLDOG,WHITE,DUDE,15101,2018,11/27/17 15:38
Dog Senior Citizen or Disability Spayed Female,AM BULLDOG,BLACK,MAGGIE,15241,2018,11/29/17 9:47
Dog Individual Neutered Male,AM BULLDOG,BLUE,SUMMIT,15223,2018,11/27/17 16:03
Dog Individual Spayed Female,AM ESKIMO DOG,BROWN,BRECK,15044,2018,11/29/17 9:47
Dog Individual Spayed Female,AM ESKIMO DOG,BLACK,PENELOPE,15131,2018,11/27/17 15:42
Dog Individual Spayed Female,AM ESKIMO DOG,WHITE,DOLLY PARTON,15235,2018,11/29/17 9:47
Dog Individual Spayed Female,AM ESKIMO DOG,RUST,RASTA,15239,2018,11/27/17 16:03
Dog Individual Spayed Female,AM ESKIMO DOG,BLACK/BROWN,MYA,15136,2018,11/27/17 16:03
Dog Senior Citizen or Disability Spayed Female,AM ESKIMO DOG,WHITE/BROWN,ANNIE,15148,2018,11/27/17 16:03
Dog Individual Neutered Male,AM ESKIMO DOG,BROWN,EMMETT,15108,2018,11/27/17 16:03
Dog Individual Neutered Male,AM ESKIMO DOG,FAWN,BUSTER,15143,2018,11/27/17 16:03
Dog Individual Neutered Male,AM ESKIMO DOG,BLACK,BUDDY,15044,2018,11/27/17 16:03
Dog Senior Citizen or Disability Spayed Female,AM ESKIMO DOG,ORANGE/WHITE,SANDY,15116,2018,11/27/17 16:03
Dog Senior Citizen or Disability Neutered Male,AM ESKIMO DOG,BLONDE,BUSTER,15108,2018,11/27/17 16:27
Dog Individual Male,AM ESKIMO DOG,BLACK,CHASE,15102,2018,11/28/17 10:26
Dog Individual Spayed Female,AM ESKIMO DOG,BLACK/TAN,MACY,15227,2018,11/28/17 10:26
Dog Individual Neutered Male,AM ESKIMO DOG,BLACK,DANNY,15108,2018,11/28/17 10:26
Dog Senior Citizen or Disability Male,AM ESKIMO DOG,RED/BROWN,DAKOTA,15108,2018,11/28/17 10:26
Dog Individual Spayed Female,AM ESKIMO DOG,BROWN,MYA,15237,2018,11/28/17 10:26
Dog Senior Citizen or Disability Spayed Female,AM ESKIMO DOG,BROWN,CHLOE,15243,2018,11/28/17 10:26
Dog Individual Neutered Male,AM ESKIMO DOG,TAN,BOSTON,15101,2018,11/28/17 10:26
Dog Individual Spayed Female,AM ESKIMO DOG,SPOTTED,LEELOO,15215,2018,11/28/17 10:26
Dog Individual Neutered Male,AM ESKIMO DOG,WHITE/TAN,SONIC,15223,2018,11/28/17 10:26
Dog Individual Neutered Male,AM ESKIMO DOG,BLACK/BROWN,KATO,15116,2018,11/28/17 8:37
Dog Individual Spayed Female,AM ESKIMO DOG,WHITE,SERRIA,15205,2018,11/28/17 11:41
Dog Individual Spayed Female,AM ESKIMO DOG,WHITE,SERRIA,15205,2018,11/28/17 11:41
Dog Individual Neutered Male,AM ESKIMO DOG,TRI-COLOR,LINCOLN,15101,2018,11/28/17 10:26
Dog Individual Neutered Male,AM ESKIMO DOG,WHITE/BROWN,BOLT,15142,2018,11/28/17 10:26
Dog Individual Spayed Female,AM ESKIMO DOG,WHITE/BLACK,YAYA,15142,2018,11/28/17 10:26
Dog Individual Neutered Male,AM ESKIMO DOG,TAN,SCOUT,15108,2018,11/28/17 10:27
Dog Individual Spayed Female,AM ESKIMO DOG,SPOTTED,ICHEE,15218,2018,11/28/17 10:27
Dog Individual Spayed Female,AM ESKIMO DOG,SPOTTED,CHELSIE,15063,2018,11/28/17 11:41
Dog Individual Neutered Male,AM ESKIMO DOG,BLACK,REX,15209,2018,11/28/17 10:27
Dog Individual Neutered Male,AM ESKIMO DOG,GOLD,BOSLEY,15135,2018,11/28/17 8:54
Dog Individual Spayed Female,AM ESKIMO DOG,CREAM,MONTY,15102,2018,11/28/17 10:27
Dog Senior Citizen or Disability Neutered Male,AM ESKIMO DOG,WHITE/BROWN,CHASSIE,15229,2018,11/28/17 10:27
Dog Senior Citizen or Disability Female,AM ESKIMO DOG,WHITE/BLACK,PANDA,15037,2018,11/28/17 11:41
Dog Individual Neutered Male,AM ESKIMO DOG,WHITE/BROWN,CHARLIE,15017,2018,11/28/17 10:27
Dog Individual Neutered Male,AM ESKIMO DOG,BROWN,MAVERICK,15238,2018,11/28/17 10:27
Dog Individual Neutered Male,AM ESKIMO DOG,CHOCOLATE,BUSTER,15238,2018,11/28/17 10:27
Dog Individual Female,AM ESKIMO DOG,BROWN,PENNY,15065,2018,11/28/17 10:27
Dog Individual Neutered Male,AM ESKIMO DOG,BROWN,BLUE,15235,2018,11/28/17 10:27
Dog Senior Citizen or Disability Spayed Female,AM ESKIMO DOG,RED,DAISY,15090,2018,11/28/17 10:27
Dog Individual Spayed Female,AM ESKIMO DOG,BROWN,ZOEY,15209,2018,11/28/17 10:27
Dog Individual Male,AM ESKIMO DOG,WHITE/BLACK,BRUNO,15044,2018,11/28/17 11:41
Dog Individual Spayed Female,AM ESKIMO DOG,WHITE/BROWN,LUCY,15227,2018,11/28/17 10:27
Dog Individual Neutered Male,AM ESKIMO DOG,WHITE/BROWN,JAKE,15108,2018,11/28/17 11:41
Dog Individual Neutered Male,AM ESKIMO DOG,BROWN/GOLD,TUFFY,15221,2018,11/28/17 10:27
Dog Senior Citizen or Disability Female,AM FOXHOUND,WHITE,CASHMERE,15025,2018,11/28/17 10:27
Dog Senior Citizen or Disability Spayed Female,AM FOXHOUND,WHITE/BLACK,KELLY,15133,2018,11/28/17 10:27
Dog Senior Citizen or Disability Spayed Female,AM FOXHOUND,BLACK,SYDNEY,15221,2018,11/28/17 11:41
Dog Senior Citizen or Disability Spayed Female,AM FOXHOUND,FAWN,SWEET PEA,15229,2018,11/28/17 10:27
Dog Senior Citizen or Disability Neutered Male,AM FOXHOUND,WHITE,AUGGIE,15017,2018,11/28/17 10:27
Dog Individual Neutered Male,AM FOXHOUND,BROWN,BEAU,15236,2018,11/28/17 10:47
Dog Individual Neutered Male,AM FOXHOUND,WHITE,CASPER,15238,2018,11/28/17 10:27
